division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,1,B,,chrisliel1,,UNKNOWN,0,3,7,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,1,B,,Deryer,,UNKNOWN,8,0,14,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,1,B,,TeemoEspóreo,,UNKNOWN,7,3,11,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,1,B,,Trillo,,UNKNOWN,9,3,4,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,1,B,,NoTenzeNoGame,,UNKNOWN,0,7,10,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,A,,Tharkún8,,UNKNOWN,5,0,6,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,A,,OneArmedWolf,,UNKNOWN,4,4,10,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,A,,alaifer15,,UNKNOWN,6,8,6,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,A,,Be a King,,UNKNOWN,7,6,9,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,A,,guacamyo,,UNKNOWN,1,3,20,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,B,,chrisliel1,,UNKNOWN,3,1,4,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,B,,Deryer,,UNKNOWN,4,5,11,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,B,,TeemoEspóreo,,UNKNOWN,9,5,8,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,B,,Trillo,,UNKNOWN,3,8,6,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,2,B,,NoTenzeNoGame,,UNKNOWN,2,4,11,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,A,,Tharkún8,,UNKNOWN,2,6,4,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,A,,OneArmedWolf,,UNKNOWN,8,4,7,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,A,,alaifer15,,UNKNOWN,7,5,11,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,A,,Be a King,,UNKNOWN,4,3,13,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,A,,guacamyo,,UNKNOWN,0,2,16,1
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,B,,chrisliel1,,UNKNOWN,8,2,6,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,B,,Deryer,,UNKNOWN,3,4,14,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,B,,TeemoEspóreo,,UNKNOWN,4,6,10,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,B,,Trillo,,UNKNOWN,4,4,7,0
División 6,Final Grupo D,,TOPSMURF,Voidborn Elite,2,1,3,B,,NoTenzeNoGame,,UNKNOWN,1,5,13,0
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,A,,NANONANONANONANO,Illaoi,Top,6,1,5,1
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,A,,Potacerdos,Ornn,Jungle,3,2,10,1
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,A,,gabogavgav,Brand,Mid,4,2,13,1
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,A,,emmabalada,Jinx,ADC,8,3,5,1
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,A,,SetaTilus,Swain,Support,4,6,13,1
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,B,,BroncanoPodemita,Ryze,Top,2,5,3,0
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,B,,TH3MARIO,Wukong,Jungle,6,4,7,0
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,B,,Lamelo Ball,Anivia,Mid,1,5,3,0
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,B,,RAXULL,Sivir,ADC,5,6,3,0
División 7,Jornada 1,1,Monkey G,FAKTOR K,1,0,1,B,,Noeeeweewee,Braum,Support,0,5,10,0
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,A,,XxSucio GordoxX,,UNKNOWN,4,2,11,1
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,A,,Joncøck,,UNKNOWN,8,0,7,1
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,A,,excava culos,,UNKNOWN,15,1,4,1
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,A,,AlisterCaine,,UNKNOWN,8,2,12,1
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,A,,TOPARDO32,,UNKNOWN,6,1,15,1
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,B,,masip08,,UNKNOWN,0,11,1,0
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,B,,songoku,,UNKNOWN,1,4,0,0
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,B,,伏黒甚爾,,UNKNOWN,0,10,2,0
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,B,,magamarrana,,UNKNOWN,1,11,0,0
División 7,Jornada 1,1,Low Elo Trash,La 33,1,0,1,B,,Little,,UNKNOWN,3,5,0,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,A,,NANONANONANONANO,Darius,Top,14,1,4,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,A,,Potacerdos,Xin Zhao,Jungle,3,3,14,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,A,,gabogavgav,Ryze,Mid,10,2,9,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,A,,emmabalada,Caitlyn,ADC,7,1,7,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,A,,SetaTilus,Swain,Support,2,2,22,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,B,,KFC MrAlphaAFK,Jax,Top,0,9,1,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,B,,Sathry18,Diana,Jungle,2,6,1,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,B,,Makara0206,Vex,Mid,3,7,4,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,B,,Mathao,Garen,ADC,3,6,3,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,1,B,,KFC Bribon,Ashe,Support,1,8,3,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,A,,gabogavgav,,Mid,8,1,9,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,A,,NANONANONANONANO,,Top,9,2,7,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,A,,Potacerdos,,Jungle,3,2,15,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,A,,emmabalada,,ADC,8,0,7,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,A,,SetaTilus,,Support,3,4,13,1
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,B,,KFC MrAlphaAFK,,Top,3,8,0,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,B,,Sathry18,,Jungle,0,6,3,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,B,,Makara0206,,Mid,2,4,1,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,B,,Mathao,,ADC,3,6,3,0
División 7,Jornada 2,2,Monkey G,Wybox Studios,2,0,2,B,,KFC One,,Support,0,7,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,A,,Mooskita,,UNKNOWN,9,4,20,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,A,,txelen,,UNKNOWN,5,4,24,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,A,,X2RZABA13,,UNKNOWN,6,5,12,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,A,,Eurpartitzellie,,UNKNOWN,15,7,9,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,A,,Obscuriux,,UNKNOWN,5,6,19,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,B,,RoberedFord,,UNKNOWN,4,7,8,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,B,,AE dimore AE,,UNKNOWN,7,8,11,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,B,,eldelmoco44,,UNKNOWN,6,9,3,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,B,,IÑAKING,,UNKNOWN,8,9,11,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,1,B,,Alvartropas,,UNKNOWN,1,7,19,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,B,,RoberedFord,,UNKNOWN,10,4,7,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,B,,AE dimore AE,,UNKNOWN,4,2,15,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,B,,eldelmoco44,,UNKNOWN,2,2,5,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,B,,IÑAKING,,UNKNOWN,6,4,5,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,B,,Alvartropas,,UNKNOWN,2,1,16,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,A,,Mooskita,,UNKNOWN,1,7,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,A,,txelen,,UNKNOWN,4,4,3,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,A,,X2RZABA13,,UNKNOWN,4,5,1,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,A,,Eurpartitzellie,,UNKNOWN,3,4,2,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,2,A,,Obscuriux,,UNKNOWN,0,4,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,B,,RoberedFord,,UNKNOWN,9,9,9,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,B,,AE dimore AE,,UNKNOWN,7,3,11,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,B,,eldelmoco44,,UNKNOWN,4,2,6,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,B,,IÑAKING,,UNKNOWN,8,3,8,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,B,,Alvartropas,,UNKNOWN,2,3,18,1
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,A,,Mooskita,,UNKNOWN,4,9,3,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,A,,txelen,,UNKNOWN,5,3,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,A,,Eurpartitzellie,,UNKNOWN,5,4,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,A,,X2RZABA13,,UNKNOWN,3,6,7,0
División 7,Jornada 2,2,Lekunberri Gaming,Arbusto Esports,1,2,3,A,,Obscuriux,,UNKNOWN,3,8,8,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,A,,iam Tyr,,UNKNOWN,1,2,6,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,A,,TheMakroX,,UNKNOWN,5,1,11,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,A,,Ozaaruu,,UNKNOWN,11,0,15,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,A,,Lentejas2,,UNKNOWN,10,1,5,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,A,,Ñeria,,UNKNOWN,1,1,18,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,B,,PACO 123,,UNKNOWN,4,3,0,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,B,,thmariam,,UNKNOWN,0,6,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,B,,Celine,,UNKNOWN,0,5,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,B,,Cristealer,,UNKNOWN,1,6,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,1,B,,Nati,,UNKNOWN,0,8,2,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,A,,iam Tyr,,UNKNOWN,9,1,7,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,A,,TheMakroX,,UNKNOWN,4,2,16,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,A,,Ozaaruu,,UNKNOWN,11,0,8,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,A,,Lentejas2,,UNKNOWN,7,1,12,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,A,,Ñeria,,UNKNOWN,0,0,23,1
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,B,,PACO 123,,UNKNOWN,0,2,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,B,,thmariam,,UNKNOWN,1,8,2,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,B,,Celine,,UNKNOWN,2,8,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,B,,Cristealer,,UNKNOWN,1,5,1,0
División 7,Jornada 2,2,HellFire Academy🦇,Totoxicas FC,2,0,2,B,,Nati,,UNKNOWN,0,8,2,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,A,,SuperSonicMoon,,Top,5,1,13,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,A,,Pokebichos Jaime,,Jungle,14,5,5,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,A,,FM Muted,,Mid,9,3,5,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,A,,KiwixLoL,,ADC,2,3,9,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,A,,elizabethyato,,Support,0,7,13,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,B,,Traz,,Jungle,5,8,5,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,B,,xKoFe,,Top,0,7,1,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,B,,Ilda,,Mid,7,5,3,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,B,,zenmty,,ADC,6,5,4,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,1,B,,NiBi,,Support,1,5,8,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,B,,xKoFe,Zac,Top,2,0,12,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,B,,Traz,Jarvan IV,Jungle,9,0,13,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,B,,Ilda,Annie,Mid,9,2,9,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,B,,zenmty,Varus,ADC,10,2,15,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,B,,NiBi,Zyra,Support,3,2,17,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,A,,SuperSonicMoon,Poppy,Top,0,3,0,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,A,,Pokebichos Jaime,Xin Zhao,Jungle,3,7,1,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,A,,FM Muted,Anivia,Mid,1,4,2,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,A,,KiwixLoL,Sivir,ADC,1,10,3,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,2,A,,elizabethyato,Sona,Support,1,9,4,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,B,,xKoFe,Malphite,Top,2,0,7,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,B,,Traz,Vi,Jungle,5,1,8,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,B,,Ilda,Lux,Mid,3,2,10,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,B,,zenmty,Caitlyn,ADC,5,2,3,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,B,,NiBi,Milio,Support,0,0,10,1
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,A,,SuperSonicMoon,Cho'Gath,Top,0,3,0,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,A,,xCosetta,Nocturne,Jungle,1,3,3,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,A,,FM Muted,Lissandra,Mid,3,2,1,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,A,,KiwixLoL,Jinx,ADC,1,3,0,0
División 7,Jornada 2,2,GP Overtime,FAST 15 Esports,1,2,3,A,,elizabethyato,Nautilus,Support,0,4,3,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,A,,NandoXx,,UNKNOWN,11,4,0,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,A,,oscarfollatodo,,UNKNOWN,0,3,9,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,A,,CamellodeCadiz,,UNKNOWN,1,4,6,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,A,,Avatarp12,,UNKNOWN,0,6,6,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,A,,XxmigvelitoxX456,,UNKNOWN,0,8,4,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,B,,Byankku,,UNKNOWN,5,1,9,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,B,,Don Miguelón,,UNKNOWN,5,5,8,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,B,,AlpaKOmnipotenT,,UNKNOWN,5,3,7,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,B,,EL FALSO REY,,UNKNOWN,8,2,6,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,1,B,,Antalop,,UNKNOWN,2,1,18,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,A,,NandoXx,,UNKNOWN,7,4,2,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,A,,oscarfollatodo,,UNKNOWN,2,8,8,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,A,,CamellodeCadiz,,UNKNOWN,5,4,10,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,A,,Avatarp12,,UNKNOWN,9,6,6,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,A,,XxmigvelitoxX456,,UNKNOWN,0,12,18,0
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,B,,Byankku,,UNKNOWN,10,6,18,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,B,,Don Miguelón,,UNKNOWN,4,7,10,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,B,,AlpaKOmnipotenT,,UNKNOWN,7,3,17,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,B,,EL FALSO REY,,UNKNOWN,12,4,11,1
División 7,Jornada 2,2,Gaditos Esports,Debonairs,0,2,2,B,,Antalop,,UNKNOWN,1,3,30,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,A,,Rojohd1e,Gwen,Top,6,2,4,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,A,,BLACK GostGSC,Jarvan IV,Jungle,4,0,19,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,A,,SirKing25,Sion,Mid,5,3,5,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,A,,Shay,Smolder,ADC,13,0,9,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,A,,KOI FR3D,Renata Glasc,Support,1,0,21,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,B,,Machalote Cubano,Yorick,Top,3,6,1,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,B,,ELYOYA MACEDONIO,Naafiri,Jungle,0,7,1,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,B,,Xpeke Galeguista,Viktor,Mid,1,6,1,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,B,,Paduck Chavista,Ashe,ADC,1,2,1,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,1,B,,rekkles catalan,Leona,Support,0,8,2,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,A,,Rojohd1e,Illaoi,Top,5,14,11,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,A,,BLACK GostGSC,Malphite,Jungle,2,5,12,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,A,,SirKing25,Malzahar,Mid,6,6,7,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,A,,Shay,Caitlyn,ADC,12,5,6,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,A,,KOI FR3D,Seraphine,Support,3,5,16,1
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,B,,Machalote Cubano,Varus,Top,13,7,9,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,B,,ELYOYA MACEDONIO,Xin Zhao,Jungle,8,6,14,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,B,,Xpeke Galeguista,Sylas,Mid,3,9,14,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,B,,Paduck Chavista,Ezreal,ADC,10,2,7,0
División 7,Jornada 2,2,404 Reapers,Periquitos Gaming,2,0,2,B,,rekkles catalan,Blitzcrank,Support,1,4,23,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,A,,Hombre cojín,,UNKNOWN,2,5,5,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,A,,Chope,,UNKNOWN,9,6,4,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,A,,AlisterCaine,,UNKNOWN,1,5,2,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,A,,excava culos,,UNKNOWN,1,7,2,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,A,,Vēnøm,,UNKNOWN,0,2,7,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,B,,GoldenUmbreon,,UNKNOWN,9,4,8,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,B,,TitanEtero21,,UNKNOWN,6,2,7,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,B,,Seyeth,,UNKNOWN,2,2,13,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,B,,Arquias,,UNKNOWN,7,2,12,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,1,B,,GirlyPEREJIL,,UNKNOWN,1,3,18,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,A,,Hombre cojín,,UNKNOWN,4,4,2,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,A,,Chope,,UNKNOWN,3,5,3,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,A,,AlisterCaine,,UNKNOWN,1,5,1,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,A,,excava culos,,UNKNOWN,0,2,2,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,A,,Vēnøm,,UNKNOWN,1,4,2,0
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,B,,GoldenUmbreon,,UNKNOWN,13,0,3,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,B,,TitanEtero21,,UNKNOWN,2,2,3,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,B,,Seyeth,,UNKNOWN,1,3,6,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,B,,Arquias,,UNKNOWN,3,2,5,1
División 7,Jornada 2,2,Low Elo Trash,Girly Combo,0,2,2,B,,GirlyPEREJIL,,UNKNOWN,1,2,4,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,B,,Traz,,UNKNOWN,4,0,7,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,B,,Rubox,,UNKNOWN,4,0,8,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,B,,Ilda,,UNKNOWN,4,4,13,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,B,,zenmty,,UNKNOWN,8,1,6,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,B,,NiBi,,UNKNOWN,4,3,10,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,A,,SuperSonicMoon,,UNKNOWN,1,4,2,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,A,,xCosetta,,UNKNOWN,2,3,4,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,A,,FM Muted,,UNKNOWN,5,8,2,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,A,,KiwixLoL,,UNKNOWN,0,3,1,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,1,A,,elizabethyato,,UNKNOWN,0,6,4,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,A,,SuperSonicMoon,,UNKNOWN,10,8,3,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,A,,xCosetta,,UNKNOWN,3,7,11,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,A,,FM Muted,,UNKNOWN,13,5,10,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,A,,KiwixLoL,,UNKNOWN,5,6,7,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,A,,elizabethyato,,UNKNOWN,0,11,11,1
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,B,,Traz,,UNKNOWN,6,9,15,0
División 7,Jornada 3,3,GP Overtime,FAST 15 Esports,1,2,2,B,,xKoFe,,UNKNOWN,4,6,18,0
